Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A743565,*Wallace,02/12/2017 03:05:00 PM,02/12/2017 03:05:00 PM,5338 Thunder Creek in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White,*Wallace,03/21/2017 11:22:00 AM,03/21/2017 11:22:00 AM,01/21/2017,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black/White,0.0
A806432,,10/10/2019 04:56:00 PM,10/10/2019 04:56:00 PM,Southport Drive And Southridge Drive in Austin (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Shorthair,Brown Tabby,,10/10/2019 06:13:00 PM,10/10/2019 06:13:00 PM,09/18/2019,Cat,Unknown,3 weeks,Domestic Shorthair,Brown Tabby,0.0
A753829,*Fabio,07/11/2017 04:58:00 PM,07/11/2017 04:58:00 PM,3310 Crawford Road in Travis (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black/Gray,*Fabio,08/19/2017 10:51:00 AM,08/19/2017 10:51:00 AM,05/11/2017,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black/Gray,0.0
A734849,*Dante,09/14/2016 08:42:00 AM,09/14/2016 08:42:00 AM,3302 Hycreek Rd in Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Brown Tabby/White,*Dante,09/24/2016 05:15:00 PM,09/24/2016 05:15:00 PM,04/01/2016,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A723965,Belle,04/09/2016 03:00:00 PM,04/09/2016 03:00:00 PM,1000 E 41St in Austin (TX),Stray,Normal,Dog,Intact Female,4 weeks,Labrador Retriever Mix,Brown/White,Belle,05/01/2016 05:43:00 PM,05/01/2016 05:43:00 PM,03/06/2016,Dog,Spayed Female,1 month,Labrador Retriever Mix,Brown/White,0.0
A763627,Precious,12/12/2017 02:08:00 PM,12/12/2017 02:08:00 PM,Austin Colony Boulevard And Hunters Bend Road in Austin (TX),Stray,Normal,Dog,Intact Female,10 years,Yorkshire Terrier Mix,Brown,Precious,12/12/2017 05:26:00 PM,12/12/2017 05:26:00 PM,12/12/2007,Dog,Intact Female,10 years,Yorkshire Terrier Mix,Brown,0.0
A727650,,05/24/2016 12:29:00 PM,05/24/2016 12:29:00 PM,14901 Mossycup Ln in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,,07/09/2016 05:18:00 PM,07/09/2016 05:18:00 PM,04/24/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A718256,Milo,12/26/2015 12:27:00 PM,12/26/2015 12:27:00 PM,2500 Burleson Road in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby,Milo,12/26/2015 02:01:00 PM,12/26/2015 02:01:00 PM,12/26/2013,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby,0.0
A714241,Mya,10/20/2015 10:42:00 AM,10/20/2015 10:42:00 AM,4011 Ayala Dr in Austin (TX),Stray,Sick,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Calico,Mya,11/07/2015 10:26:00 AM,11/07/2015 10:26:00 AM,04/20/2011,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Calico,0.0
A667585,,11/20/2013 11:15:00 AM,11/20/2013 11:15:00 AM,2000 Cullen Ave. #24 in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Raccoon Mix,Brown/Black,,11/20/2013 11:33:00 AM,11/20/2013 11:33:00 AM,11/20/2012,Other,Unknown,1 year,Raccoon Mix,Brown/Black,1.0
A681899,,06/21/2014 03:02:00 PM,06/21/2014 03:02:00 PM,E. 16Th in Austin (TX),Stray,Sick,Cat,Unknown,3 years,Domestic Shorthair Mix,Yellow,,06/21/2014 03:44:00 PM,06/21/2014 03:44:00 PM,06/21/2011,Cat,Unknown,3 years,Domestic Shorthair Mix,Yellow,1.0
A691876,*Snuggles,11/11/2014 12:57:00 PM,11/11/2014 12:57:00 PM,5108 Bob Wire in Travis (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby,*Snuggles,11/14/2014 09:12:00 AM,11/14/2014 09:12:00 AM,10/12/2014,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby,0.0
A765526,,01/22/2018 10:40:00 AM,01/22/2018 10:40:00 AM,2525 S Lakeshore in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Gray/Black,,01/22/2018 11:53:00 AM,01/22/2018 11:53:00 AM,01/22/2017,Other,Unknown,1 year,Raccoon Mix,Gray/Black,1.0
A746024,Rocky,03/28/2017 09:11:00 AM,03/28/2017 09:11:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Labrador Retriever/Black/Tan Hound,Tan/White,Rocky,04/01/2017 04:17:00 PM,04/01/2017 04:17:00 PM,03/28/2016,Dog,Neutered Male,1 year,Labrador Retriever/Black/Tan Hound,Tan/White,0.0
A703575,*Tiny Tammy,05/27/2015 09:15:00 AM,05/27/2015 09:15:00 AM,8301 Springdale Rd in Austin (TX),Stray,Injured,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico,*Tiny Tammy,09/04/2015 11:19:00 AM,09/04/2015 11:19:00 AM,05/08/2015,Cat,Intact Female,3 months,Domestic Shorthair Mix,Calico,1.0
A808246,Dolphin,11/06/2019 01:17:00 PM,11/06/2019 01:17:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Domestic Shorthair,White/Blue,Dolphin,11/08/2019 03:52:00 PM,11/08/2019 03:52:00 PM,11/06/2016,Cat,Neutered Male,3 years,Domestic Shorthair,White/Blue,0.0
A799900,Emma,07/13/2019 01:20:00 PM,07/13/2019 01:20:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,American Pit Bull Terrier Mix,Black/White,Emma,07/19/2019 12:27:00 PM,07/19/2019 12:27:00 PM,07/13/2017,Dog,Intact Female,2 years,American Pit Bull Terrier Mix,Black/White,0.0
A747906,Willienelson,08/31/2017 03:52:00 PM,08/31/2017 03:52:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,3 years,English Pointer Mix,White/Chocolate,Willienelson,10/29/2018 05:47:00 PM,10/29/2018 05:47:00 PM,04/26/2014,Dog,Neutered Male,4 years,English Pointer Mix,White/Chocolate,0.0
A790922,,03/18/2019 06:50:00 PM,03/18/2019 06:50:00 PM,4300 Westbank Drive in Travis (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Black/Gray,,03/18/2019 07:11:00 PM,03/18/2019 07:11:00 PM,03/18/2017,Other,Unknown,2 years,Bat Mix,Black/Gray,1.0
A594919,Yayo,12/07/2016 03:08:00 PM,12/07/2016 03:08:00 PM,6007 Parliment Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Pit Bull Mix,White/Brown,Yayo,12/09/2016 04:57:00 PM,12/09/2016 04:57:00 PM,03/16/2009,Dog,Spayed Female,7 years,Pit Bull Mix,White/Brown,0.0
A727992,*Gage,08/14/2016 03:22:00 PM,08/14/2016 03:22:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,1 year,Plott Hound Mix,Brown Brindle/Brown,*Gage,09/04/2016 04:21:00 PM,09/04/2016 04:21:00 PM,05/29/2015,Dog,Neutered Male,1 year,Plott Hound Mix,Brown Brindle/Brown,0.0
A563380,Jd,11/25/2014 04:35:00 PM,11/25/2014 04:35:00 PM,E Oltorf St & Parker Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Australian Shepherd Mix,Black/Brown,Jd,11/25/2014 06:30:00 PM,11/25/2014 06:30:00 PM,11/30/2009,Dog,Neutered Male,4 years,Australian Shepherd Mix,Black/Brown,0.0
A776472,Rj,07/14/2018 12:55:00 PM,07/14/2018 12:55:00 PM,8802 Parkfield Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Australian Cattle Dog/Pit Bull,Red Merle,Rj,09/14/2018 11:07:00 AM,09/14/2018 11:07:00 AM,07/14/2016,Dog,Intact Male,2 years,Australian Cattle Dog/Pit Bull,Red Merle,0.0
A713130,Jackie,10/03/2015 04:47:00 PM,10/03/2015 04:47:00 PM,6009 Pino Ln in Austin (TX),Public Assist,Normal,Dog,Spayed Female,4 years,Miniature Schnauzer Mix,Gray/White,Jackie,10/12/2015 04:14:00 PM,10/12/2015 04:14:00 PM,10/09/2010,Dog,Spayed Female,5 years,Miniature Schnauzer Mix,Gray/White,0.0
A735234,,09/21/2016 11:22:00 AM,09/21/2016 11:22:00 AM,5820 Arcadia Cir in Travis (TX),Stray,Normal,Dog,Intact Female,6 months,Pointer Mix,Tan/White,,09/26/2016 05:17:00 PM,09/26/2016 05:17:00 PM,03/06/2016,Dog,Spayed Female,6 months,Pointer Mix,Tan/White,0.0
A807204,Marshmellow,10/22/2019 11:33:00 AM,10/22/2019 11:33:00 AM,603 E Applegate Drive in Austin (TX),Public Assist,Normal,Other,Unknown,5 months,Rabbit Sh,White/Brown,Marshmellow,10/24/2019 04:38:00 PM,10/24/2019 04:38:00 PM,04/24/2019,Other,Unknown,6 months,Rabbit Sh,White/Brown,0.0
A733783,Kevin,08/27/2016 09:58:00 AM,08/27/2016 09:58:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black,Kevin,09/02/2016 06:12:00 PM,09/02/2016 06:12:00 PM,07/27/2015,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black,0.0
A710346,,08/22/2015 12:37:00 AM,08/22/2015 12:37:00 AM,210 Lavaca St in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Black/Brown,,08/25/2015 11:01:00 AM,08/25/2015 11:01:00 AM,07/22/2015,Other,Unknown,4 weeks,Bat,Black/Brown,1.0
A693409,,12/07/2014 12:51:00 PM,12/07/2014 12:51:00 PM,13913 Fall Springs Way in Manor (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black,,12/08/2014 09:00:00 AM,12/08/2014 09:00:00 AM,08/07/2014,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black,0.0
A704580,,06/06/2015 02:46:00 PM,06/06/2015 02:46:00 PM,4202 Alexandria Dr in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby,,06/06/2015 04:20:00 PM,06/06/2015 04:20:00 PM,05/22/2015,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby,0.0
A727589,Chebe,06/30/2016 11:06:00 AM,06/30/2016 11:06:00 AM,1071 Clayton Ln in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,Chebe,06/30/2016 01:41:00 PM,06/30/2016 01:41:00 PM,05/23/2015,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,0.0
A740252,Petunia,12/13/2016 04:00:00 PM,12/13/2016 04:00:00 PM,17211 Tobermory Dr in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Brown/Tricolor,Petunia,03/02/2017 12:10:00 PM,03/02/2017 12:10:00 PM,12/13/2015,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/Tricolor,0.0
A668846,Max,04/15/2014 02:26:00 PM,04/15/2014 02:26:00 PM,290 And Didmar in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Labrador Retriever Mix,Black,Max,04/16/2014 06:37:00 PM,04/16/2014 06:37:00 PM,12/10/2010,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black,0.0
A708865,*Kitzi,08/01/2015 01:57:00 PM,08/01/2015 01:57:00 PM,Teasdale Terrace And Tartan Ln in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Miniature Poodle Mix,Black,*Kitzi,08/05/2015 07:03:00 PM,08/05/2015 07:03:00 PM,08/01/2013,Dog,Spayed Female,2 years,Miniature Poodle Mix,Black,0.0
A694679,,01/02/2015 11:37:00 AM,01/02/2015 11:37:00 AM,2811 E 5Th St in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Black,,01/03/2015 09:00:00 AM,01/03/2015 09:00:00 AM,01/02/2014,Cat,Unknown,1 year,Domestic Shorthair Mix,Black,0.0
A800857,Rory,07/28/2019 05:20:00 AM,07/28/2019 05:20:00 AM,12100 Fm 973 in Travis (TX),Public Assist,Normal,Dog,Spayed Female,6 years,Queensland Heeler,Tricolor,Rory,07/28/2019 01:24:00 PM,07/28/2019 01:24:00 PM,07/28/2013,Dog,Spayed Female,6 years,Queensland Heeler,Tricolor,0.0
A795659,,05/21/2019 06:18:00 PM,05/21/2019 06:18:00 PM,9210 Cameron Road in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Black,,09/06/2019 11:33:00 AM,09/06/2019 11:33:00 AM,05/02/2019,Cat,Spayed Female,4 months,Domestic Shorthair,Black,0.0
A801920,Jester,08/11/2019 03:36:00 PM,08/11/2019 03:36:00 PM,1210 East Cesar Chavez in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Silver Tabby/White,Jester,08/26/2019 05:46:00 PM,08/26/2019 05:46:00 PM,05/30/2019,Cat,Neutered Male,2 months,Domestic Shorthair,Silver Tabby/White,0.0
A704772,,06/09/2015 07:04:00 AM,06/09/2015 07:04:00 AM,500 E Stassney in Austin (TX),Stray,Normal,Other,Intact Male,6 months,Dutch,Black/White,,06/09/2015 06:39:00 PM,06/09/2015 06:39:00 PM,12/08/2014,Other,Intact Male,6 months,Dutch,Black/White,0.0
A801439,Coco,08/04/2019 01:37:00 PM,08/04/2019 01:37:00 PM,2101 Durton Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair,Brown/Tan,Coco,08/08/2019 04:46:00 PM,08/08/2019 04:46:00 PM,08/04/2018,Dog,Neutered Male,1 year,Chihuahua Shorthair,Brown/Tan,0.0
A768637,*Donny,03/23/2018 06:47:00 AM,03/23/2018 06:47:00 AM,4106 N Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Red/White,*Donny,06/22/2018 01:58:00 PM,06/22/2018 01:58:00 PM,10/23/2016,Dog,Neutered Male,1 year,Pit Bull Mix,Red/White,0.0
A806646,Mateo,10/14/2019 03:56:00 PM,10/14/2019 03:56:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull,Black,Mateo,10/25/2019 05:57:00 PM,10/25/2019 05:57:00 PM,10/13/2017,Dog,Neutered Male,2 years,Pit Bull,Black,0.0
A721452,Noel,02/27/2016 11:29:00 AM,02/27/2016 11:29:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Black/Tan Hound Mix,Black/Brown,Noel,06/02/2016 12:13:00 PM,06/02/2016 12:13:00 PM,11/27/2010,Dog,Spayed Female,5 years,Black/Tan Hound Mix,Black/Brown,0.0
A670358,,01/06/2014 03:10:00 PM,01/06/2014 03:10:00 PM,S. 1St St  And Ben White Blvd in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan,,01/06/2014 03:27:00 PM,01/06/2014 03:27:00 PM,01/06/2012,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan,1.0
A747418,,04/19/2017 12:24:00 PM,04/19/2017 12:24:00 PM,2621 Jones Rd in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh Mix,White/Black,,04/19/2017 07:00:00 PM,04/19/2017 07:00:00 PM,04/19/2016,Other,Intact Male,1 year,Rabbit Sh Mix,White/Black,0.0
A747966,,04/27/2017 01:28:00 PM,04/27/2017 01:28:00 PM,5338 Thunder Creek in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White,,04/27/2017 07:11:00 PM,04/27/2017 07:11:00 PM,04/12/2017,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White,0.0
A688021,Dexter,09/13/2014 10:45:00 AM,09/13/2014 10:45:00 AM,10505 Ih 35 in Austin (TX),Public Assist,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby,Dexter,09/16/2014 02:58:00 PM,09/16/2014 02:58:00 PM,09/13/2009,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby,0.0
A735476,Kismet,12/03/2017 03:07:00 PM,12/03/2017 03:07:00 PM,3721 N Rr 620 in Austin (TX),Stray,Normal,Dog,Neutered Male,9 years,Manchester Terrier Mix,Black/Tan,Kismet,12/06/2017 05:11:00 PM,12/06/2017 05:11:00 PM,09/24/2008,Dog,Neutered Male,9 years,Manchester Terrier Mix,Black/Tan,0.0
A732345,,08/06/2016 12:25:00 PM,08/06/2016 12:25:00 PM,1602 Citation Dr in Del Valle (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,,08/06/2016 05:31:00 PM,08/06/2016 05:31:00 PM,07/15/2016,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A735264,Jazz,12/07/2016 02:01:00 PM,12/07/2016 02:01:00 PM,Manor (TX),Owner Surrender,Normal,Dog,Spayed Female,4 months,Cairn Terrier/Yorkshire Terrier,Black/Tan,Jazz,12/07/2016 05:59:00 PM,12/07/2016 05:59:00 PM,07/21/2016,Dog,Spayed Female,4 months,Cairn Terrier/Yorkshire Terrier,Black/Tan,0.0
A766548,*Gertie,02/11/2018 01:22:00 PM,02/11/2018 01:22:00 PM,Von Quintus Road And Tiffany Trail in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Blue/White,*Gertie,08/18/2018 01:21:00 PM,08/18/2018 01:21:00 PM,08/11/2016,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White,0.0
A741283,,12/30/2016 12:42:00 PM,12/30/2016 12:42:00 PM,8528 Cornwall Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby,,01/05/2017 06:15:00 PM,01/05/2017 06:15:00 PM,10/30/2016,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby,0.0
A805403,,09/26/2019 02:10:00 PM,09/26/2019 02:10:00 PM,12700 Hill Country in Austin (TX),Stray,Injured,Cat,Intact Female,4 weeks,Domestic Shorthair,Black,,09/27/2019 04:24:00 PM,09/27/2019 04:24:00 PM,08/26/2019,Cat,Intact Female,4 weeks,Domestic Shorthair,Black,0.0
A778455,,08/15/2018 10:58:00 AM,08/15/2018 10:58:00 AM,2800 Carillon Way in Manor (TX),Stray,Normal,Dog,Intact Female,12 years,Chihuahua Shorthair Mix,Black/Tan,,08/20/2018 02:53:00 PM,08/20/2018 02:53:00 PM,08/18/2006,Dog,Intact Female,12 years,Chihuahua Shorthair Mix,Black/Tan,0.0
A650466,Sugar,04/23/2015 01:10:00 PM,04/23/2015 01:10:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Boxer/Greyhound,White/Brown Brindle,Sugar,05/25/2015 03:32:00 PM,05/25/2015 03:32:00 PM,06/29/2011,Dog,Spayed Female,3 years,Boxer/Greyhound,White/Brown Brindle,0.0
A687505,Lucky,11/25/2015 08:26:00 PM,11/25/2015 08:26:00 PM,8001 S 1St St in Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black,Lucky,11/30/2015 05:15:00 PM,11/30/2015 05:15:00 PM,09/05/2012,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black,0.0
A676358,,04/08/2014 02:17:00 PM,04/08/2014 02:17:00 PM,Lamplight Village in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Australian Cattle Dog,Tricolor,,04/12/2014 05:39:00 PM,04/12/2014 05:39:00 PM,01/21/2014,Dog,Neutered Male,2 months,Australian Cattle Dog,Tricolor,0.0
A705975,*Laramie,06/23/2015 11:08:00 AM,06/23/2015 11:08:00 AM,7209 Barnsdale Way in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White,*Laramie,07/26/2015 05:30:00 PM,07/26/2015 05:30:00 PM,05/30/2015,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Black/White,0.0
A677466,*Basil,04/25/2014 01:10:00 PM,04/25/2014 01:10:00 PM,11603 Gungrove Circle in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby/White,*Basil,04/27/2014 12:39:00 PM,04/27/2014 12:39:00 PM,03/25/2014,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby/White,0.0
A797576,,06/14/2019 10:30:00 PM,06/14/2019 10:30:00 PM,8805 North Plz in Austin (TX),Stray,Injured,Cat,Unknown,3 years,Domestic Shorthair Mix,Gray,,06/24/2019 06:11:00 PM,06/24/2019 06:11:00 PM,06/14/2016,Cat,Unknown,3 years,Domestic Shorthair Mix,Gray,1.0
A684906,Yuki,07/30/2014 12:14:00 PM,07/30/2014 12:14:00 PM,2401 Lakeshore Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Brown/White,Yuki,08/03/2014 05:57:00 PM,08/03/2014 05:57:00 PM,04/30/2014,Dog,Spayed Female,3 months,Chihuahua Shorthair Mix,Brown/White,0.0
A747091,,04/13/2017 06:43:00 PM,04/13/2017 06:43:00 PM,409 W 30Th St in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black,,04/13/2017 07:00:00 PM,04/13/2017 07:00:00 PM,03/29/2017,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black,0.0
A759702,Princess,10/06/2017 11:03:00 AM,10/06/2017 11:03:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,7 months,Chihuahua Shorthair/Dachshund,Black/Tricolor,Princess,10/08/2017 05:42:00 PM,10/08/2017 05:42:00 PM,03/06/2017,Dog,Spayed Female,7 months,Chihuahua Shorthair/Dachshund,Black/Tricolor,0.0
A759720,,10/06/2017 01:43:00 PM,10/06/2017 01:43:00 PM,235 Corinthian in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,,10/11/2017 05:54:00 PM,10/11/2017 05:54:00 PM,08/06/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0.0
A721732,Oliver,03/08/2016 12:01:00 PM,03/08/2016 12:01:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Labrador Retriever/Golden Retriever,Gold,Oliver,03/19/2016 05:53:00 PM,03/19/2016 05:53:00 PM,03/08/2015,Dog,Neutered Male,1 year,Labrador Retriever/Golden Retriever,Gold,0.0
A713780,,10/13/2015 07:43:00 AM,10/13/2015 07:43:00 AM,1702 Margaret in Austin (TX),Wildlife,Sick,Other,Unknown,3 years,Raccoon Mix,Black,,11/08/2015 05:04:00 PM,11/08/2015 05:04:00 PM,10/13/2012,Other,Unknown,3 years,Raccoon Mix,Black,1.0
A702556,*Sandy,05/15/2015 01:39:00 PM,05/15/2015 01:39:00 PM,12222 Shropeshirer in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Boxer Mix,Red/White,*Sandy,05/26/2015 12:58:00 PM,05/26/2015 12:58:00 PM,05/15/2014,Dog,Spayed Female,1 year,Boxer Mix,Red/White,0.0
A686281,*Collin,08/19/2014 03:03:00 PM,08/19/2014 03:03:00 PM,1001 Collinwood West #324 in Austin (TX),Public Assist,Normal,Cat,Intact Male,3 years,Domestic Shorthair Mix,Brown Tabby,*Collin,09/22/2014 03:33:00 PM,09/22/2014 03:33:00 PM,08/19/2011,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby,0.0
A564617,Bella,07/10/2015 12:32:00 PM,07/10/2015 12:32:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,10 years,Akita Mix,Brown/Black,Bella,07/20/2015 03:09:00 PM,07/20/2015 03:09:00 PM,01/11/2005,Dog,Spayed Female,10 years,Akita Mix,Brown/Black,0.0
A713306,Pepper,10/05/2015 01:31:00 PM,10/05/2015 01:31:00 PM,2000 Oak Motte Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,White/Brown,Pepper,10/15/2015 03:41:00 PM,10/15/2015 03:41:00 PM,10/05/2013,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Brown,0.0
A785989,,12/14/2018 10:29:00 AM,12/14/2018 10:29:00 AM,Austin (TX),Stray,Normal,Dog,Intact Female,1 weeks,Labrador Retriever Mix,Tan,,02/05/2019 09:54:00 AM,02/05/2019 09:54:00 AM,12/06/2018,Dog,Spayed Female,1 month,Labrador Retriever Mix,Tan,0.0
A712367,*Cherish,09/22/2015 11:24:00 AM,09/22/2015 11:24:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Domestic Longhair Mix,Calico,*Cherish,10/16/2015 04:21:00 PM,10/16/2015 04:21:00 PM,09/22/2012,Cat,Spayed Female,3 years,Domestic Longhair Mix,Calico,0.0
A664283,Juliet,10/01/2013 03:20:00 PM,10/01/2013 03:20:00 PM,1001 Bouldin Ave in Austin (TX),Stray,Nursing,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White,Juliet,10/13/2013 05:24:00 PM,10/13/2013 05:24:00 PM,10/01/2012,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White,0.0
A773000,*Cessna,05/26/2018 11:00:00 AM,05/26/2018 11:00:00 AM,11551 Maha Loop Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Siamese Mix,Lynx Point,*Cessna,06/23/2018 06:42:00 PM,06/23/2018 06:42:00 PM,04/16/2018,Cat,Neutered Male,2 months,Siamese Mix,Lynx Point,0.0
A771524,,05/06/2018 12:52:00 PM,05/06/2018 12:52:00 PM,11500 Larch Valley Drive in Austin (TX),Stray,Normal,Other,Unknown,1 year,Guinea Pig,Calico,,05/07/2018 01:05:00 PM,05/07/2018 01:05:00 PM,05/06/2017,Other,Unknown,1 year,Guinea Pig,Calico,0.0
A700753,Poko,04/19/2015 11:05:00 AM,04/19/2015 11:05:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Orange Tabby,Poko,04/28/2015 01:00:00 PM,04/28/2015 01:00:00 PM,04/19/2013,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Orange Tabby,0.0
A701681,,05/03/2015 11:48:00 AM,05/03/2015 11:48:00 AM,6900 Trendal Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Orange Tabby,,05/03/2015 12:48:00 PM,05/03/2015 12:48:00 PM,04/21/2015,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Orange Tabby,0.0
A706476,,06/29/2015 01:30:00 PM,06/29/2015 01:30:00 PM,5801 Signal Point in Austin (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Longhair Mix,Brown Tabby,,06/29/2015 02:39:00 PM,06/29/2015 02:39:00 PM,06/02/2015,Cat,Unknown,3 weeks,Domestic Longhair Mix,Brown Tabby,0.0
